ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
207631_at	6.84e-01	5.93e-01	-0.538614	-6.50088	-0.0179081	NBR2	neighbor of BRCA1 gene 2 (non-protein coding)
202430_s_at	6.84e-01	5.93e-01	0.538363	-6.501015	0.1066072	PLSCR1	phospholipid scramblase 1
222292_at	6.84e-01	5.93e-01	-0.538291	-6.501054	-0.0172004	CD40	CD40 molecule
220931_at	6.84e-01	5.94e-01	-0.537683	-6.501381	-0.0313173	SMIM2	small integral membrane protein 2
217640_x_at	6.85e-01	5.94e-01	0.537271	-6.501602	0.0604203	SKA1	spindle and kinetochore associated complex subunit 1
205479_s_at	6.85e-01	5.94e-01	-0.537206	-6.501637	-0.169982	PLAU	plasminogen activator, urokinase
212824_at	6.85e-01	5.94e-01	0.537087	-6.501701	0.0696336	FUBP3	far upstream element binding protein 3
209959_at	6.85e-01	5.94e-01	-0.536623	-6.50195	-0.1832672	NR4A3	nuclear receptor subfamily 4 group A member 3
219318_x_at	6.85e-01	5.94e-01	-0.536474	-6.50203	-0.0248613	MED31	mediator complex subunit 31
203975_s_at	6.85e-01	5.94e-01	0.536463	-6.502036	0.1073304	CHAF1A	chromatin assembly factor 1 subunit A
206971_at	6.85e-01	5.95e-01	-0.536126	-6.502216	-0.020812	GPR161	G protein-coupled receptor 161
201731_s_at	6.85e-01	5.95e-01	0.536115	-6.502222	0.0714382	TPR	translocated promoter region, nuclear basket protein
214726_x_at	6.85e-01	5.95e-01	0.536085	-6.502238	0.0991597	ADD1	adducin 1
218879_s_at	6.85e-01	5.95e-01	-0.535884	-6.502346	-0.0428245	MTHFSD	methenyltetrahydrofolate synthetase domain containing
219610_at	6.86e-01	5.95e-01	0.535745	-6.50242	0.0328025	ARHGEF28	Rho guanine nucleotide exchange factor 28
215767_at	6.86e-01	5.95e-01	-0.535537	-6.502532	-0.0876203	ZNF804A	zinc finger protein 804A
216599_x_at	6.86e-01	5.95e-01	-0.535461	-6.502573	-0.0081036	SLC22A6	solute carrier family 22 member 6
220907_at	6.86e-01	5.95e-01	-0.535333	-6.502641	-0.0282903	ADGRF1	adhesion G protein-coupled receptor F1
213128_s_at	6.86e-01	5.95e-01	0.53529	-6.502664	0.0737491	UBE3A	ubiquitin protein ligase E3A
210143_at	6.86e-01	5.95e-01	-0.535202	-6.502711	-0.0122984	ANXA10	annexin A10
214029_at	6.86e-01	5.95e-01	-0.535131	-6.502749	-0.0087459	SLC25A42	solute carrier family 25 member 42
218324_s_at	6.86e-01	5.96e-01	0.534458	-6.503108	0.0982065	SPATS2	spermatogenesis associated serine rich 2
208356_x_at	6.86e-01	5.96e-01	-0.534359	-6.503161	-0.0122218	GH1///CSHL1///CSH1	growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 1
212838_at	6.86e-01	5.96e-01	-0.534271	-6.503208	-0.1031431	DNMBP	dynamin binding protein
218154_at	6.86e-01	5.96e-01	0.53419	-6.503252	0.0985302	GSDMD	gasdermin D
222157_s_at	6.86e-01	5.96e-01	0.534141	-6.503278	0.1283178	WDR48	WD repeat domain 48
207242_s_at	6.87e-01	5.96e-01	-0.533943	-6.503384	-0.0332362	GRIK1	glutamate ionotropic receptor kainate type subunit 1
221975_s_at	6.87e-01	5.96e-01	-0.533897	-6.503408	-0.017434	C21orf2	chromosome 21 open reading frame 2
203322_at	6.87e-01	5.96e-01	0.533847	-6.503435	0.1071371	ADNP2	ADNP homeobox 2
204034_at	6.87e-01	5.96e-01	-0.533733	-6.503496	-0.1159466	ETHE1	ETHE1, persulfide dioxygenase
213597_s_at	6.87e-01	5.96e-01	-0.53369	-6.503518	-0.0118541	CTDSPL	CTD small phosphatase like
219907_at	6.87e-01	5.96e-01	-0.533548	-6.503594	-0.0212159	FRS3	fibroblast growth factor receptor substrate 3
203181_x_at	6.87e-01	5.97e-01	0.533266	-6.503745	0.0834098	SRPK2	SRSF protein kinase 2
204595_s_at	6.87e-01	5.97e-01	-0.533263	-6.503746	-0.010325	STC1	stanniocalcin 1
200017_at	6.87e-01	5.97e-01	0.533149	-6.503807	0.0348789	RPS27A	ribosomal protein S27a
210381_s_at	6.87e-01	5.97e-01	-0.532862	-6.50396	-0.0353904	CCKBR	cholecystokinin B receptor
204602_at	6.87e-01	5.97e-01	0.532675	-6.504059	0.031152	DKK1	dickkopf WNT signaling pathway inhibitor 1
209355_s_at	6.87e-01	5.97e-01	-0.532607	-6.504096	-0.0148068	PLPP3	phospholipid phosphatase 3
215220_s_at	6.87e-01	5.97e-01	-0.532176	-6.504325	-0.0645504	TPR	translocated promoter region, nuclear basket protein
206733_at	6.88e-01	5.98e-01	0.531792	-6.504529	0.023448	TULP2	tubby like protein 2
214744_s_at	6.88e-01	5.98e-01	0.531772	-6.50454	0.0905115	SNORA21///RPL23	small nucleolar RNA, H/ACA box 21///ribosomal protein L23
220969_s_at	6.88e-01	5.98e-01	-0.531432	-6.504721	-0.046357		
218465_at	6.88e-01	5.98e-01	0.531427	-6.504723	0.142484	TMEM33	transmembrane protein 33
218906_x_at	6.88e-01	5.98e-01	-0.531423	-6.504725	-0.023625	KLC2	kinesin light chain 2
209763_at	6.88e-01	5.98e-01	0.531351	-6.504764	0.2143474	CHRDL1	chordin like 1
210746_s_at	6.88e-01	5.98e-01	0.531215	-6.504836	0.0389834	EPB42	erythrocyte membrane protein band 4.2
214022_s_at	6.88e-01	5.98e-01	0.531068	-6.504914	0.3138596	IFITM1	interferon induced transmembrane protein 1
218218_at	6.88e-01	5.98e-01	-0.530859	-6.505024	-0.1355649	APPL2	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2
210386_s_at	6.88e-01	5.98e-01	0.530526	-6.505202	0.0696271	MTX1	metaxin 1
220173_at	6.89e-01	5.99e-01	0.53001	-6.505475	0.0402679	BBOF1	basal body orientation factor 1
215359_x_at	6.89e-01	5.99e-01	-0.529885	-6.505541	-0.1046648	LOC101060181///ZNF44	zinc finger protein ZnFP12///zinc finger protein 44
217082_at	6.89e-01	5.99e-01	-0.529676	-6.505652	-0.0328842		
210178_x_at	6.89e-01	5.99e-01	-0.529544	-6.505722	-0.0963771	SRSF10	serine and arginine rich splicing factor 10
206580_s_at	6.89e-01	5.99e-01	0.529182	-6.505913	0.0498656	EFEMP2	EGF containing fibulin like extracellular matrix protein 2
202070_s_at	6.90e-01	6.00e-01	-0.528262	-6.506399	-0.0703113	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha
214371_at	6.90e-01	6.00e-01	0.528163	-6.506452	0.0257009	TSSK2	testis specific serine kinase 2
214335_at	6.90e-01	6.00e-01	0.528086	-6.506492	0.0423201	RPL18	ribosomal protein L18
219823_at	6.90e-01	6.00e-01	-0.528052	-6.50651	-0.0457395	LIN28A	lin-28 homolog A
206853_s_at	6.90e-01	6.00e-01	0.527693	-6.5067	0.0633344	MAP3K7	mitogen-activated protein kinase kinase kinase 7
208246_x_at	6.90e-01	6.00e-01	-0.527591	-6.506754	-0.0848538		
215555_at	6.90e-01	6.01e-01	-0.527442	-6.506832	-0.0669326		
200762_at	6.90e-01	6.01e-01	0.527323	-6.506895	0.2663149	DPYSL2	dihydropyrimidinase like 2
208933_s_at	6.90e-01	6.01e-01	-0.52729	-6.506912	-0.1107296	LGALS8	galectin 8
215335_at	6.91e-01	6.01e-01	-0.527168	-6.506976	-0.0195379		
201088_at	6.91e-01	6.01e-01	-0.527079	-6.507024	-0.1095321	KPNA2	karyopherin subunit alpha 2
210859_x_at	6.91e-01	6.01e-01	0.526952	-6.50709	0.0880998	CLN3	CLN3, battenin
91684_g_at	6.91e-01	6.01e-01	0.526796	-6.507172	0.0807549	EXOSC4	exosome component 4
205444_at	6.91e-01	6.01e-01	-0.526789	-6.507176	-0.0084889	ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
203386_at	6.91e-01	6.01e-01	0.526659	-6.507245	0.1585301	TBC1D4	TBC1 domain family member 4
211648_at	6.91e-01	6.01e-01	-0.526502	-6.507327	-0.0104793	IGHM///IGHG1	immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)
202751_at	6.91e-01	6.01e-01	-0.526447	-6.507356	-0.029166	TFIP11	tuftelin interacting protein 11
221512_at	6.91e-01	6.01e-01	0.526195	-6.507489	0.0817156	TMEM222	transmembrane protein 222
211891_s_at	6.91e-01	6.01e-01	-0.52617	-6.507502	-0.0179562	LOC101930241///ARHGEF4	rho guanine nucleotide exchange factor 4-like///Rho guanine nucleotide exchange factor 4
32062_at	6.91e-01	6.02e-01	-0.526048	-6.507566	-0.0347208	LRRC14	leucine rich repeat containing 14
205124_at	6.91e-01	6.02e-01	-0.525749	-6.507723	-0.0245685	MEF2B///BORCS8///BORCS8-MEF2B	myocyte enhancer factor 2B///BLOC-1 related complex subunit 8///BORCS8-MEF2B readthrough
210866_s_at	6.91e-01	6.02e-01	0.525702	-6.507748	0.0303117	CNOT4	CCR4-NOT transcription complex subunit 4
208960_s_at	6.91e-01	6.02e-01	-0.525628	-6.507787	-0.1513426	KLF6	Kruppel like factor 6
210706_s_at	6.91e-01	6.02e-01	0.525419	-6.507897	0.2092561	RNF24	ring finger protein 24
220263_at	6.91e-01	6.02e-01	-0.525378	-6.507918	-0.0313871	SMAD5-AS1	SMAD5 antisense RNA 1
205106_at	6.91e-01	6.02e-01	-0.525376	-6.507919	-0.0367153	CMC4///MTCP1	C-X9-C motif containing 4///mature T-cell proliferation 1
205521_at	6.91e-01	6.02e-01	0.525319	-6.507949	0.0661989	EXOG	endo/exonuclease (5'-3'), endonuclease G-like
219264_s_at	6.91e-01	6.02e-01	-0.525316	-6.507951	-0.0911931	PPP2R3B	protein phosphatase 2 regulatory subunit B''beta
205515_at	6.91e-01	6.02e-01	-0.52508	-6.508075	-0.0193434	PRSS12	protease, serine 12
212887_at	6.91e-01	6.02e-01	-0.525058	-6.508086	-0.117192	SEC23A	Sec23 homolog A, coat complex II component
221509_at	6.92e-01	6.02e-01	0.52499	-6.508122	0.1048346	DENR	density regulated re-initiation and release factor
201902_s_at	6.92e-01	6.02e-01	0.524866	-6.508187	0.0501862	YY1	YY1 transcription factor
216859_x_at	6.92e-01	6.02e-01	-0.524848	-6.508197	-0.0900311		
207408_at	6.92e-01	6.03e-01	-0.524559	-6.508348	-0.0304593	SLC22A14	solute carrier family 22 member 14
200829_x_at	6.92e-01	6.03e-01	-0.524406	-6.508428	-0.0679684	ZNF207	zinc finger protein 207
202120_x_at	6.92e-01	6.03e-01	-0.524344	-6.508461	-0.0707338	AP2S1	adaptor related protein complex 2 sigma 1 subunit
211919_s_at	6.92e-01	6.03e-01	-0.524225	-6.508523	-0.2740229	CXCR4	C-X-C motif chemokine receptor 4
207161_at	6.92e-01	6.03e-01	0.524101	-6.508588	0.1469746	KIAA0087	KIAA0087
219887_at	6.92e-01	6.03e-01	-0.524056	-6.508612	-0.0317979	CCDC87	coiled-coil domain containing 87
208607_s_at	6.92e-01	6.03e-01	-0.523623	-6.508838	-0.0268062	SAA2-SAA4///SAA2///SAA1	SAA2-SAA4 readthrough///serum amyloid A2///serum amyloid A1
211262_at	6.92e-01	6.03e-01	-0.523521	-6.508892	-0.021756	PCSK6	proprotein convertase subtilisin/kexin type 6
213235_at	6.92e-01	6.03e-01	0.523475	-6.508916	0.0742173	KNOP1	lysine rich nucleolar protein 1
209987_s_at	6.92e-01	6.03e-01	-0.523316	-6.508999	-0.0084239	ASCL1	achaete-scute family bHLH transcription factor 1
219726_at	6.93e-01	6.04e-01	0.523118	-6.509102	0.0323893	NLGN3	neuroligin 3
215747_s_at	6.93e-01	6.04e-01	0.52238	-6.509488	0.0627873	RCC1	regulator of chromosome condensation 1
205244_s_at	6.93e-01	6.04e-01	-0.522104	-6.509632	-0.0381094	SLC13A3	solute carrier family 13 member 3
221462_x_at	6.93e-01	6.04e-01	-0.521846	-6.509767	-0.0145278	KLK15	kallikrein related peptidase 15
216706_x_at	6.93e-01	6.04e-01	-0.521804	-6.509789	-0.0482451	SKAP2///IGHG1	src kinase associated phosphoprotein 2///immunoglobulin heavy constant gamma 1 (G1m marker)
204197_s_at	6.93e-01	6.04e-01	-0.521791	-6.509796	-0.1749259	RUNX3	runt related transcription factor 3
206901_at	6.93e-01	6.05e-01	-0.521661	-6.509864	-0.0134915	C19orf57	chromosome 19 open reading frame 57
216299_s_at	6.93e-01	6.05e-01	0.521653	-6.509868	0.0261444	XRCC3	X-ray repair cross complementing 3
203044_at	6.94e-01	6.05e-01	0.521321	-6.510041	0.123322	CHSY1	chondroitin sulfate synthase 1
216644_at	6.94e-01	6.05e-01	-0.5213	-6.510052	-0.044834		
215382_x_at	6.94e-01	6.05e-01	-0.521214	-6.510097	-0.4095485	TPSAB1	tryptase alpha/beta 1
214056_at	6.94e-01	6.05e-01	-0.521014	-6.510201	-0.243312	MCL1	BCL2 family apoptosis regulator
220515_at	6.94e-01	6.05e-01	-0.520831	-6.510296	-0.0094305	DUSP21	dual specificity phosphatase 21
212021_s_at	6.94e-01	6.05e-01	0.520761	-6.510333	0.2560672	MKI67	marker of proliferation Ki-67
211870_s_at	6.94e-01	6.05e-01	0.52071	-6.510359	0.0139396	PCDHA2///PCDHA3	protocadherin alpha 2///protocadherin alpha 3
201919_at	6.94e-01	6.05e-01	0.520558	-6.510438	0.0888537	SLC25A36	solute carrier family 25 member 36
214540_at	6.94e-01	6.05e-01	-0.520468	-6.510485	-0.0341153	HIST1H2BO	histone cluster 1, H2bo
203381_s_at	6.94e-01	6.05e-01	0.520403	-6.510519	0.1626986	APOE	apolipoprotein E
212580_at	6.94e-01	6.06e-01	-0.520276	-6.510585	-0.0458077	CAST	calpastatin
212999_x_at	6.94e-01	6.06e-01	-0.520212	-6.510618	-0.2238234	LOC101060835///HLA-DQB1	HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1
206776_x_at	6.94e-01	6.06e-01	-0.520196	-6.510627	-0.040154	ACRV1	acrosomal vesicle protein 1
220535_at	6.94e-01	6.06e-01	0.520167	-6.510642	0.0104756	FAM90A1	family with sequence similarity 90 member A1
203570_at	6.94e-01	6.06e-01	-0.520079	-6.510687	-0.1776753	LOXL1	lysyl oxidase like 1
47105_at	6.94e-01	6.06e-01	0.519869	-6.510797	0.034177	DUS2	dihydrouridine synthase 2
206435_at	6.94e-01	6.06e-01	-0.519757	-6.510855	-0.0278852	B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1
212412_at	6.94e-01	6.06e-01	0.519708	-6.51088	0.1299094	PDLIM5	PDZ and LIM domain 5
59999_at	6.94e-01	6.06e-01	-0.519591	-6.510941	-0.0407134	HIF1AN	hypoxia inducible factor 1 alpha subunit inhibitor
210537_s_at	6.94e-01	6.06e-01	-0.519577	-6.510948	-0.0112258	TADA2A	transcriptional adaptor 2A
211753_s_at	6.94e-01	6.06e-01	0.519424	-6.511028	0.0203488	RLN1	relaxin 1
210010_s_at	6.95e-01	6.06e-01	-0.519101	-6.511196	-0.1037072	SLC25A1	solute carrier family 25 member 1
210599_at	6.95e-01	6.07e-01	-0.518723	-6.511392	-0.0254549	ZNF614	zinc finger protein 614
221350_at	6.95e-01	6.07e-01	0.518296	-6.511613	0.0452446	HOXC8	homeobox C8
219053_s_at	6.95e-01	6.07e-01	-0.518091	-6.511719	-0.1004671	VPS37C	VPS37C, ESCRT-I subunit
202840_at	6.95e-01	6.07e-01	0.51806	-6.511736	0.1059715	TAF15	TATA-box binding protein associated factor 15
219234_x_at	6.95e-01	6.07e-01	-0.518049	-6.511741	-0.0151786	SCRN3	secernin 3
214017_s_at	6.95e-01	6.07e-01	-0.518019	-6.511756	-0.0368174	DHX34	DEAH-box helicase 34
206746_at	6.95e-01	6.07e-01	-0.517856	-6.511841	-0.0298635	BFSP1	beaded filament structural protein 1
203954_x_at	6.96e-01	6.07e-01	-0.517656	-6.511944	-0.0207518	CLDN3	claudin 3
216705_s_at	6.96e-01	6.08e-01	-0.517233	-6.512164	-0.1931704	ADA	adenosine deaminase
209351_at	6.96e-01	6.08e-01	-0.517166	-6.512198	-0.0259886	KRT14	keratin 14
219445_at	6.96e-01	6.08e-01	0.517164	-6.512199	0.0453835	GLTSCR1	glioma tumor suppressor candidate region gene 1
203075_at	6.96e-01	6.08e-01	-0.517132	-6.512215	-0.0919875	SMAD2	SMAD family member 2
215654_at	6.96e-01	6.08e-01	-0.517081	-6.512242	-0.0180452	BCAT2	branched chain amino acid transaminase 2
206319_s_at	6.96e-01	6.08e-01	-0.51685	-6.512361	-0.0106523	EPPIN-WFDC6///EPPIN	EPPIN-WFDC6 readthrough///epididymal peptidase inhibitor
203607_at	6.96e-01	6.08e-01	-0.516633	-6.512473	-0.1181478	INPP5F	inositol polyphosphate-5-phosphatase F
55662_at	6.96e-01	6.08e-01	0.516586	-6.512498	0.051601	C10orf76	chromosome 10 open reading frame 76
204312_x_at	6.96e-01	6.08e-01	-0.516582	-6.5125	-0.0995618	CREB1	cAMP responsive element binding protein 1
37796_at	6.96e-01	6.08e-01	-0.516538	-6.512523	-0.0336143	SAP25///LRCH4	Sin3A associated protein 25///leucine rich repeats and calponin homology domain containing 4
217000_at	6.96e-01	6.08e-01	-0.516322	-6.512634	-0.0123187		
215273_s_at	6.96e-01	6.08e-01	-0.51612	-6.512738	-0.1420675	TADA3	transcriptional adaptor 3
210586_x_at	6.96e-01	6.08e-01	0.516097	-6.51275	0.0353295	RHD	Rh blood group D antigen
219459_at	6.96e-01	6.08e-01	0.516017	-6.512791	0.0616981	POLR3B	RNA polymerase III subunit B
220022_at	6.96e-01	6.09e-01	0.515819	-6.512894	0.073343	ZNF334	zinc finger protein 334
218030_at	6.97e-01	6.09e-01	-0.515509	-6.513053	-0.039886	GIT1	GIT ArfGAP 1
219942_at	6.97e-01	6.09e-01	0.515507	-6.513054	0.0133222	MYL7	myosin light chain 7
209679_s_at	6.97e-01	6.09e-01	-0.515398	-6.513111	-0.1423518	SMAGP	small cell adhesion glycoprotein
206594_at	6.97e-01	6.09e-01	0.515096	-6.513266	0.0220494	PASK	PAS domain containing serine/threonine kinase
215742_at	6.97e-01	6.09e-01	-0.514983	-6.513324	-0.0226796		
215549_x_at	6.97e-01	6.09e-01	-0.514623	-6.51351	-0.0465445	CTAGE8///CTAGE4///CTAGE9	CTAGE family member 8///CTAGE family member 4///CTAGE family member 9
208070_s_at	6.97e-01	6.10e-01	-0.514506	-6.51357	-0.0989013	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit
203733_at	6.98e-01	6.10e-01	0.513665	-6.514002	0.1410673	DEXI	Dexi homolog
215645_at	6.98e-01	6.10e-01	-0.513617	-6.514027	-0.0598776	FLCN	folliculin
213164_at	6.98e-01	6.10e-01	-0.513414	-6.514131	-0.1592158	SLC5A3	solute carrier family 5 member 3
209593_s_at	6.98e-01	6.10e-01	0.513338	-6.51417	0.1084863	TOR1B	torsin family 1 member B
206648_at	6.98e-01	6.10e-01	0.513238	-6.514222	0.0709974	ZNF571	zinc finger protein 571
215493_x_at	6.98e-01	6.10e-01	-0.513218	-6.514232	-0.1099099	BTN2A1	butyrophilin subfamily 2 member A1
210832_x_at	6.98e-01	6.10e-01	-0.513161	-6.514261	-0.013246	PTGER3	prostaglandin E receptor 3
205803_s_at	6.98e-01	6.11e-01	0.512954	-6.514367	0.0609416	TRPC1	transient receptor potential cation channel subfamily C member 1
216671_x_at	6.98e-01	6.11e-01	-0.512877	-6.514407	-0.0636983	MUC8	mucin 8
202202_s_at	6.98e-01	6.11e-01	-0.512864	-6.514413	-0.023415	LAMA4	laminin subunit alpha 4
218785_s_at	6.98e-01	6.11e-01	-0.51276	-6.514467	-0.0333644	IFT22	intraflagellar transport 22
205216_s_at	6.98e-01	6.11e-01	-0.512621	-6.514538	-0.0317227	APOH	apolipoprotein H
204465_s_at	6.98e-01	6.11e-01	-0.512519	-6.51459	-0.0158463	INA	internexin neuronal intermediate filament protein alpha
202122_s_at	6.98e-01	6.11e-01	-0.5123	-6.514702	-0.0753569	PLIN3	perilipin 3
201224_s_at	6.98e-01	6.11e-01	-0.51228	-6.514713	-0.0717688	SRRM1	serine and arginine repetitive matrix 1
208855_s_at	6.99e-01	6.11e-01	-0.512132	-6.514789	-0.0778586	STK24	serine/threonine kinase 24
201056_at	6.99e-01	6.11e-01	-0.511764	-6.514977	-0.0841276	GOLGB1	golgin B1
202665_s_at	6.99e-01	6.12e-01	-0.511353	-6.515187	-0.0692036	WIPF1	WAS/WASL interacting protein family member 1
213251_at	6.99e-01	6.12e-01	0.511218	-6.515256	0.0870112	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
217117_x_at	6.99e-01	6.12e-01	-0.511201	-6.515265	-0.0260853	MUC3B///MUC3A	mucin 3B, cell surface associated///mucin 3A, cell surface associated
213560_at	6.99e-01	6.12e-01	-0.511191	-6.51527	-0.1029108	GADD45B	growth arrest and DNA damage inducible beta
203900_at	6.99e-01	6.12e-01	0.511113	-6.51531	0.054927	SZT2	seizure threshold 2 homolog (mouse)
219854_at	6.99e-01	6.12e-01	-0.51076	-6.51549	-0.1029554	ZNF14	zinc finger protein 14
209491_s_at	6.99e-01	6.12e-01	0.5107	-6.515521	0.0350301	CAND1.11///AMPD3	uncharacterized LOC100130460///adenosine monophosphate deaminase 3
220735_s_at	6.99e-01	6.12e-01	-0.510563	-6.515591	-0.0642673	SENP7	SUMO1/sentrin specific peptidase 7
220302_at	6.99e-01	6.12e-01	-0.510561	-6.515592	-0.0163302	MAK	male germ cell associated kinase
202933_s_at	7.00e-01	6.12e-01	0.51036	-6.515694	0.1790929	YES1	YES proto-oncogene 1, Src family tyrosine kinase
213901_x_at	7.00e-01	6.13e-01	0.510174	-6.515789	0.0105219	RBFOX2	RNA binding protein, fox-1 homolog 2
204242_s_at	7.00e-01	6.13e-01	-0.509791	-6.515985	-0.0100614	ACOX3	acyl-CoA oxidase 3, pristanoyl
218348_s_at	7.00e-01	6.13e-01	-0.509648	-6.516057	-0.0490278	ZC3H7A	zinc finger CCCH-type containing 7A
205507_at	7.00e-01	6.13e-01	-0.509451	-6.516158	-0.0236681	ARHGEF15	Rho guanine nucleotide exchange factor 15
203783_x_at	7.00e-01	6.13e-01	0.509401	-6.516183	0.0288237	POLRMT	RNA polymerase mitochondrial
217247_at	7.00e-01	6.13e-01	-0.509344	-6.516213	-0.038525		
211066_x_at	7.00e-01	6.13e-01	0.509273	-6.516249	0.1601939	PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3	protocadherin gamma subfamily A, 1///protocadherin gamma subfamily A, 2///protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 4///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 7///protocadherin gamma subfamily A, 9///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily B, 1///protocadherin gamma subfamily B, 2///protocadherin gamma subfamily B, 3///protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 6///protocadherin gamma subfamily B, 7///protocadherin gamma subfamily C, 4///protocadherin gamma subfamily C, 5///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily A, 8///protocadherin gamma subfamily B, 4///protocadherin gamma subfamily C, 3
212431_at	7.00e-01	6.13e-01	0.509134	-6.51632	0.04882	HMGXB3	HMG-box containing 3
211817_s_at	7.00e-01	6.13e-01	-0.509124	-6.516325	-0.02374	KCNJ5	potassium voltage-gated channel subfamily J member 5
215786_at	7.00e-01	6.13e-01	0.508949	-6.516414	0.1181602		
209364_at	7.00e-01	6.13e-01	-0.508937	-6.51642	-0.0273409	BAD	BCL2 associated agonist of cell death
216353_s_at	7.00e-01	6.13e-01	-0.508891	-6.516443	-0.0403509		
209706_at	7.00e-01	6.13e-01	0.508881	-6.516448	0.0879571	NKX3-1	NK3 homeobox 1
200787_s_at	7.00e-01	6.13e-01	-0.508784	-6.516498	-0.1279833	PEA15	phosphoprotein enriched in astrocytes 15
212319_at	7.00e-01	6.14e-01	0.50864	-6.516571	0.0512597	SGSM2	small G protein signaling modulator 2
205014_at	7.00e-01	6.14e-01	-0.508616	-6.516583	-0.0155611	FGFBP1	fibroblast growth factor binding protein 1
204587_at	7.00e-01	6.14e-01	0.508451	-6.516667	0.0645079	SLC25A14	solute carrier family 25 member 14
209523_at	7.01e-01	6.14e-01	0.508176	-6.516807	0.097077	TAF2	TATA-box binding protein associated factor 2
214869_x_at	7.01e-01	6.14e-01	-0.508146	-6.516822	-0.0857853	GAPVD1	GTPase activating protein and VPS9 domains 1
200927_s_at	7.01e-01	6.14e-01	-0.507924	-6.516935	-0.0750128	RAB14	RAB14, member RAS oncogene family
206315_at	7.01e-01	6.14e-01	-0.507807	-6.516994	-0.0187522	CRLF1	cytokine receptor like factor 1
219011_at	7.01e-01	6.15e-01	-0.507264	-6.51727	-0.0094936	PLEKHA4	pleckstrin homology domain containing A4
214681_at	7.01e-01	6.15e-01	0.50723	-6.517287	0.0500784	GK	glycerol kinase
213504_at	7.01e-01	6.15e-01	0.506855	-6.517477	0.0601257	COPS6	COP9 signalosome subunit 6
208430_s_at	7.01e-01	6.15e-01	-0.506808	-6.517501	-0.0181074	DTNA	dystrobrevin alpha
214194_at	7.02e-01	6.15e-01	-0.506417	-6.517699	-0.0448856	DIS3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease
213463_s_at	7.02e-01	6.15e-01	-0.506357	-6.51773	-0.0521862	FAM149B1	family with sequence similarity 149 member B1
207745_at	7.02e-01	6.15e-01	-0.506131	-6.517844	-0.0167788	CABP2	calcium binding protein 2
210029_at	7.02e-01	6.15e-01	0.505942	-6.51794	0.0243863	IDO1	indoleamine 2,3-dioxygenase 1
217183_at	7.02e-01	6.16e-01	-0.505658	-6.518084	-0.0084553	SPC24	SPC24, NDC80 kinetochore complex component
218113_at	7.02e-01	6.16e-01	0.505517	-6.518155	0.0778901	TMEM2	transmembrane protein 2
204138_s_at	7.03e-01	6.16e-01	0.505051	-6.51839	0.0518766	MZF1	myeloid zinc finger 1
222303_at	7.03e-01	6.16e-01	-0.504941	-6.518446	-0.1881219		
202912_at	7.03e-01	6.16e-01	-0.504747	-6.518544	-0.321936	ADM	adrenomedullin
222278_at	7.03e-01	6.16e-01	-0.504746	-6.518544	-0.030546	LOC101929726	uncharacterized LOC101929726
212994_at	7.03e-01	6.16e-01	-0.504698	-6.518569	-0.0470502	THOC2	THO complex 2
204434_at	7.03e-01	6.16e-01	-0.50465	-6.518593	-0.0465356	SPATA2	spermatogenesis associated 2
212256_at	7.03e-01	6.17e-01	0.504226	-6.518807	0.1078081	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
209649_at	7.03e-01	6.17e-01	-0.503993	-6.518924	-0.0860683	STAM2	signal transducing adaptor molecule 2
207886_s_at	7.03e-01	6.17e-01	-0.50366	-6.519092	-0.0386376	CALCR	calcitonin receptor
217527_s_at	7.04e-01	6.17e-01	0.503407	-6.519219	0.0898532	NFATC2IP	nuclear factor of activated T-cells 2 interacting protein
208529_at	7.04e-01	6.17e-01	-0.503373	-6.519236	-0.0334073	BTF3P11	basic transcription factor 3 pseudogene 11
213108_at	7.04e-01	6.18e-01	-0.502844	-6.519503	-0.0234975	CAMK2A	calcium/calmodulin dependent protein kinase II alpha
